elvish,english
oia(la),FOR EVER
oia(la),For ever
oiavë,everlastingly
oiavë,EVERLASTINGLY
oiavë,Everlastingly
oialëa,eternal
oialëa,ETERNAL
oialëa,Eternal
oi,ever
oi,EVER
oi,Ever
oi,everlastingly
oi,EVERLASTINGLY
oi,Everlastingly
oiolairë,ever-summer (a species of tree)
oiolairë,EVER-SUMMER (A SPECIES OF TREE)
oiolairë,Ever-summer (a species of tree)
ola-,to become
ola-,TO BECOME
ola-,To become
óla-,to dream (impersonal)
óla-,TO DREAM (IMPERSONAL)
óla-,To dream (impersonal)
ólama,consonant
ólama,CONSONANT
ólama,Consonant
ólamaitë,consonantal
ólamaitë,CONSONANTAL
ólamaitë,Consonantal
olass(i)ë,foliage
olass(i)ë,FOLIAGE
olass(i)ë,Foliage
olass(i)ë,collection of leaves
olass(i)ë,COLLECTION OF LEAVES
olass(i)ë,Collection of leaves
olba,branch
olba,BRANCH
olba,Branch
olca,bad
olca,BAD
olca,Bad
olca,wicked
olca,WICKED
olca,Wicked
olië,company
olië,COMPANY
olië,Company
olië,people together
olië,PEOPLE TOGETHER
olië,People together
ollë,*other one
ollë,*OTHER ONE
olmen,growth-year
olmen,GROWTH-YEAR
olmen,Growth-year
olmië,growth
olmië,GROWTH
olmië,Growth
oloirë,great flood
oloirë,GREAT FLOOD
oloirë,Great flood
oloiya-,to inundate
oloiya-,TO INUNDATE
oloiya-,To inundate
oloiya-,flood
oloiya-,FLOOD
oloiya-,Flood
olor,dream
olor,DREAM
olor,Dream
olor,vision
olor,VISION
olor,Vision
olos²,dream
olos²,DREAM
olos²,Dream
olos²,vision
olos²,VISION
olos²,Vision
olos¹,inflorescence
olos¹,INFLORESCENCE
olos¹,Inflorescence
olos¹,mass of flowers (on one plant)
olos¹,MASS OF FLOWERS (ON ONE PLANT)
olos¹,Mass of flowers (on one plant)
lós,inflorescence
lós,INFLORESCENCE
lós,Inflorescence
lós,mass of flowers
lós,MASS OF FLOWERS
lós,Mass of flowers
olosta,dreamy
olosta,DREAMY
olosta,Dreamy
olótë,bloom
olótë,BLOOM
olótë,Bloom
olótë,the flowers collectively of a single plant
olótë,THE FLOWERS COLLECTIVELY OF A SINGLE PLANT
olótë,The flowers collectively of a single plant
olva,plant
olva,PLANT
olva,Plant
olva,growing things with roots in the earth
olva,GROWING THINGS WITH ROOTS IN THE EARTH
olva,Growing things with roots in the earth
óma,voice
óma,VOICE
óma,Voice
óma,resonance of the vocal chords
óma,RESONANCE OF THE VOCAL CHORDS
óma,Resonance of the vocal chords
óma,vowel
óma,VOWEL
óma,Vowel
óman,vowel
óman,VOWEL
óman,Vowel
ómatailë,vowel lengthening
ómatailë,VOWEL LENGTHENING
ómatailë,Vowel lengthening
ómataima,vocalic extension
ómataima,VOCALIC EXTENSION
ómataima,Vocalic extension
ómataina,vocalic extension
ómataina,VOCALIC EXTENSION
ómataina,Vocalic extension
ómatehta,vowel-sign
ómatehta,VOWEL-SIGN
ómatehta,Vowel-sign
óma-tengwë,vowel-sign
óma-tengwë,VOWEL-SIGN
óma-tengwë,Vowel-sign
ombari,company
ombari,COMPANY
ombari,Company
ombari,dwellers together
ombari,DWELLERS TOGETHER
ombari,Dwellers together
omen-,to move to a common point
omen-,TO MOVE TO A COMMON POINT
omen-,To move to a common point
omen-,meet
omen-,MEET
omen-,Meet
omentië,meeting (of pathways)
omentië,MEETING (OF PATHWAYS)
omentië,Meeting (of pathways)
omentië,(lit.) coming together of journey-path
omentië,(LIT.) COMING TOGETHER OF JOURNEY-PATH
omentië,meeting
omentië,MEETING
omentië,Meeting
omentië,junction of the directions of two people
omentië,JUNCTION OF THE DIRECTIONS OF TWO PEOPLE
omentië,Junction of the directions of two people
ondo,stone (as a material)
ondo,STONE (AS A MATERIAL)
ondo,Stone (as a material)
ondo,(large mass of) rock
ondo,(LARGE MASS OF) ROCK
ondolunca,stonewain
ondolunca,STONEWAIN
ondolunca,Stonewain
ondomaitar,sculptor in stone
ondomaitar,SCULPTOR IN STONE
ondomaitar,Sculptor in stone
ondórëa,hard-hearted
ondórëa,HARD-HEARTED
ondórëa,Hard-hearted
ondórëa,pitiless
ondórëa,PITILESS
ondórëa,Pitiless
ongwë,crime
ongwë,CRIME
ongwë,Crime
onna,child
onna,CHILD
onna,Child
onwë,child
onwë,CHILD
onwë,Child
onot-,*to count up
onot-,*TO COUNT UP
onot-,reckon
onot-,RECKON
onot-,Reckon
onótië,*reckoning
onótië,*RECKONING
onótimo,*reckoner
onótimo,*RECKONER
onta-,to beget
onta-,TO BEGET
onta-,To beget
ontalë,descent
ontalë,DESCENT
ontalë,Descent
ontamo,mason (sculptor)
ontamo,MASON (SCULPTOR)
ontamo,Mason (sculptor)
ontavalië,puberty
ontavalië,PUBERTY
ontavalië,Puberty
ontavalië,*(lit.) able to beget
ontavalië,*(LIT.) ABLE TO BEGET
onya,my child
onya,MY CHILD
onya,My child
ópa,mouth (opening of which the lips are the edges)
ópa,MOUTH (OPENING OF WHICH THE LIPS ARE THE EDGES)
ópa,Mouth (opening of which the lips are the edges)
or-,to warn
or-,TO WARN
or-,To warn
or-,urge
or-,URGE
or-,Urge
or-,feel an urge/wish/desire
or-,FEEL AN URGE/WISH/DESIRE
or-,Feel an urge/wish/desire
ora-,to warn
ora-,TO WARN
ora-,To warn
ora-,urge
ora-,URGE
ora-,Urge
ora-,feel an urge/wish/desire
ora-,FEEL AN URGE/WISH/DESIRE
ora-,Feel an urge/wish/desire
órava-,*to have mercy
órava-,*TO HAVE MERCY
ócama-,*to have mercy
ócama-,*TO HAVE MERCY
orco,Orc
orco,orc
orco,ORC
orda,profound
orda,PROFOUND
orda,Profound
órë,heart (inner mind); warning
órë,HEART (INNER MIND); WARNING
órë,Heart (inner mind); warning
órë,caution
órë,CAUTION
órë,Caution
órë,(pre)monition
órë,(PRE)MONITION
óricuvoitë,uncommunicative
óricuvoitë,UNCOMMUNICATIVE
óricuvoitë,Uncommunicative
óricuvoitë,keeping one’s own counsel (not necessarily sinister)
óricuvoitë,KEEPING ONE’S OWN COUNSEL (NOT NECESSARILY SINISTER)
óricuvoitë,Keeping one’s own counsel (not necessarily sinister)
ormo,riser
ormo,RISER
ormo,Riser
ornë,(tall) tree
ornë,(TALL) TREE
ornemalin,[tree] bearing yellow flowers
ornemalin,[TREE] BEARING YELLOW FLOWERS
ornendur,tree-keep
ornendur,TREE-KEEP
ornendur,Tree-keep
ornendur,forester
ornendur,FORESTER
ornendur,Forester
ornendur,woodsman
ornendur,WOODSMAN
ornendur,Woodsman
oro,mount
oro,MOUNT
oro,Mount
oro,mountain
oro,MOUNTAIN
oro,Mountain
oro,hill
oro,HILL
oro,Hill
oroman,mountain dweller
oroman,MOUNTAIN DWELLER
oroman,Mountain dweller
oromar,lofty hall
oromar,LOFTY HALL
oromar,Lofty hall
oromar,high-mansion
oromar,HIGH-MANSION
oromar,High-mansion
oromar,high (lofty) dwelling
oromar,HIGH (LOFTY) DWELLING
oromar,High (lofty) dwelling
oron,mountain
oron,MOUNTAIN
oron,Mountain
orotinga,mountain-top
orotinga,MOUNTAIN-TOP
orotinga,Mountain-top
orróna,eastern
orróna,EASTERN
orróna,Eastern
orta-¹,to raise
orta-¹,TO RAISE
orta-¹,To raise
orta-¹,lift (up)
orta-¹,LIFT (UP)
orta-¹,Lift (up)
orta-¹,(lit.) cause to rise
orta-¹,(LIT.) CAUSE TO RISE
orta-²,to rise
orta-²,TO RISE
orta-²,To rise
ortil,up-point
ortil,UP-POINT
ortil,Up-point
ortírië,*patronage
ortírië,*PATRONAGE
ortírië,(lit.) watching over (from above)
ortírië,(LIT.) WATCHING OVER (FROM ABOVE)
orto,mount
orto,MOUNT
orto,Mount
orto,mountain
orto,MOUNTAIN
orto,Mountain
orto,hill
orto,HILL
orto,Hill
orwa,high
orwa,HIGH
orwa,High
orwa,lofty
orwa,LOFTY
orwa,Lofty
orna,high
orna,HIGH
orna,High
orna,lofty
orna,LOFTY
orna,Lofty
orya-¹,to rise
orya-¹,TO RISE
orya-¹,To rise
orya-²,*to raise
orya-²,*TO RAISE
oryandë,arising
oryandë,ARISING
oryandë,Arising
ósanwë,communication of thought
ósanwë,COMMUNICATION OF THOUGHT
ósanwë,Communication of thought
ósanwë,interchange of thought; (lit.) thinking together (dual)
ósanwë,INTERCHANGE OF THOUGHT; (LIT.) THINKING TOGETHER (DUAL)
ósanwë,Interchange of thought; (lit.) thinking together (dual)
ostimë,blend
ostimë,BLEND
ostimë,Blend
osto,fortress
osto,FORTRESS
osto,Fortress
osto,stronghold
osto,STRONGHOLD
osto,Stronghold
osto,strong place
osto,STRONG PLACE
osto,Strong place
ovéa,(con)similar
ovéa,(CON)SIMILAR
ovéa,alike
ovéa,ALIKE
ovéa,Alike
vávëa,(con)similar
vávëa,(CON)SIMILAR
vávëa,alike
vávëa,ALIKE
vávëa,Alike
pakta-,to speak
pakta-,TO SPEAK
pakta-,To speak
pakta-,talk (intransitive)
pakta-,TALK (INTRANSITIVE)
pakta-,Talk (intransitive)
pahta¹,closed
pahta¹,CLOSED
pahta¹,Closed
pahta¹,shut
pahta¹,SHUT
pahta¹,Shut
pahta¹,private
pahta¹,PRIVATE
pahta¹,Private
pahta²,speech
pahta²,SPEECH
pahta²,Speech
palantir-,to watch/look afar
palantir-,TO WATCH/LOOK AFAR
palantir-,To watch/look afar
palantír,far-gazer
palantír,FAR-GAZER
palantír,Far-gazer
palantír,far-seer
palantír,FAR-SEER
palantír,Far-seer
palantír,(lit.) that which looks far away
palantír,(LIT.) THAT WHICH LOOKS FAR AWAY
palanyantië,telepathy
palanyantië,TELEPATHY
palanyantië,Telepathy
palantímië,telepathy
palantímië,TELEPATHY
palantímië,Telepathy
palda,wide
palda,WIDE
palda,Wide
palda,broad
palda,BROAD
palda,Broad
palta,flat of the hand
palta,FLAT OF THE HAND
palta,Flat of the hand
palta-,to feel with the hand
palta-,TO FEEL WITH THE HAND
palta-,To feel with the hand
palta-,stroke
palta-,STROKE
palta-,Stroke
pan-,*to arrange
pan-,*TO ARRANGE
pan-,set in order
pan-,SET IN ORDER
pan-,Set in order
par-,to learn
par-,TO LEARN
par-,To learn
parca,naked (of persons)
parca,NAKED (OF PERSONS)
parca,Naked (of persons)
parma,book
parma,BOOK
parma,Book
parma,writing
parma,WRITING
parma,Writing
parma,composition
parma,COMPOSITION
parma,Composition
parma,written document of some size
parma,WRITTEN DOCUMENT OF SOME SIZE
parma,Written document of some size
parmahenta-,*to read
parmahenta-,*TO READ
parmahentië,(book) reading
parmahentië,(BOOK) READING
parma-resta,*book-fair
parma-resta,*BOOK-FAIR
parmatéma,p-series
parmatéma,P-SERIES
parmatéma,P-series
parnë,bald
parnë,BALD
parnë,Bald
parnë,bare
parnë,BARE
parnë,Bare
parnë,naked
parnë,NAKED
parnë,Naked
parna,bare
parna,BARE
parna,Bare
pas-,to smooth
pas-,TO SMOOTH
pas-,To smooth
pasta,smooth(ed)
pasta,SMOOTH(ED)
pasta,Smooth(ed)
pasta,sleek
pasta,SLEEK
pasta,Sleek
pasta,glabrous
pasta,GLABROUS
pasta,Glabrous
passa,smooth
passa,SMOOTH
passa,Smooth
passa,glabrous
passa,GLABROUS
passa,Glabrous
pasta-,to smooth
pasta-,TO SMOOTH
pasta-,To smooth
pasta-,iron
pasta-,IRON
pasta-,Iron
pata-,to walk
pata-,TO WALK
pata-,To walk
pataca,consonant
pataca,CONSONANT
pataca,Consonant
patta,smoothed
patta,SMOOTHED
patta,Smoothed
patta,sleek
patta,SLEEK
patta,Sleek
pé,(closed) mouth; lip
pé,(CLOSED) MOUTH; LIP
pecco,nut
pecco,NUT
pecco,Nut
peccuvo,squirrel
peccuvo,SQUIRREL
peccuvo,Squirrel
peccuvo,(lit.) nut-hider
peccuvo,(LIT.) NUT-HIDER
pel-,to go round
pel-,TO GO ROUND
pel-,To go round
pel-,encircle
pel-,ENCIRCLE
pel-,Encircle
pelma,border
pelma,BORDER
pelma,Border
pelma,fringe
pelma,FRINGE
pelma,Fringe
pelma,edge
pelma,EDGE
pelma,Edge
pelma,limiting device
pelma,LIMITING DEVICE
pelma,Limiting device
pelo,boundary (fence)
pelo,BOUNDARY (FENCE)
pelo,Boundary (fence)
peltas,fence of fixed stakes
peltas,FENCE OF FIXED STAKES
peltas,Fence of fixed stakes
peltas,a ‘pale’
peltas,A ‘PALE’
peltas,A ‘pale’
pempë,lip
pempë,LIP
pempë,Lip
pen-,not to have
pen-,NOT TO HAVE
pen-,Not to have
penda,sloping down
penda,SLOPING DOWN
penda,Sloping down
penda,(steeply) inclined
penda,(STEEPLY) INCLINED
penda-,to slope
penda-,TO SLOPE
penda-,To slope
penda-,incline
penda-,INCLINE
penda-,Incline
pendë,steep incline
pendë,STEEP INCLINE
pendë,Steep incline
pendë,hill side
pendë,HILL SIDE
pendë,Hill side
penga-,to pout
penga-,TO POUT
penga-,To pout
penna,vowel; (orig.) lacking
penna,VOWEL; (ORIG.) LACKING
penna,Vowel; (orig.) lacking
penquanta,full to the brim
penquanta,FULL TO THE BRIM
penquanta,Full to the brim
penquanta,with mouth full
penquanta,WITH MOUTH FULL
penquanta,With mouth full
penya,lacking
penya,LACKING
penya,Lacking
penya,inadequate
penya,INADEQUATE
penya,Inadequate
Perian,Halfling
Perian,halfling
Perian,HALFLING
pí,small insect
pí,SMALL INSECT
pí,Small insect
pí,fly
pí,FLY
pí,Fly
pia,little
pia,LITTLE
pia,Little
pic-,to lessen
pic-,TO LESSEN
pic-,To lessen
pic-,dwindle
pic-,DWINDLE
pic-,Dwindle
pic-,wane
pic-,WANE
pic-,Wane
picina,little
picina,LITTLE
picina,Little
pincë,little
pincë,LITTLE
pincë,Little
pilinehtar,a reed-like plant
pilinehtar,A REED-LIKE PLANT
pilinehtar,A reed-like plant
pilinehtar,(lit.) ?arrow thorn
pilinehtar,(LIT.) ?ARROW THORN
pirë,toe
pirë,TOE
pirë,Toe
pirindë,flower that opened and shut quickly with any change of light
pirindë,FLOWER THAT OPENED AND SHUT QUICKLY WITH ANY CHANGE OF LIGHT
pirindë,Flower that opened and shut quickly with any change of light
pirnë,flower that opened and shut quickly with any change of light
pirnë,FLOWER THAT OPENED AND SHUT QUICKLY WITH ANY CHANGE OF LIGHT
pirnë,Flower that opened and shut quickly with any change of light
pirucendëa,on the point of her toes
pirucendëa,ON THE POINT OF HER TOES
pirucendëa,On the point of her toes
pitya,petty
pitya,PETTY
pitya,Petty
pitya,little
pitya,LITTLE
pitya,Little
pol-,can
pol-,CAN
pol-,Can
pol-,to be (physically) able to
pol-,TO BE (PHYSICALLY) ABLE TO
pol-,To be (physically) able to
polda,big
polda,BIG
polda,Big
polë,meal
polë,MEAL
polë,Meal
polë,grist
polë,GRIST
polë,Grist
póna,forward
póna,FORWARD
póna,Forward
psar-,to rub
psar-,TO RUB
psar-,To rub
púlima,pourable
púlima,POURABLE
púlima,Pourable
púlima,liquid
púlima,LIQUID
púlima,Liquid
pupso,large fly
pupso,LARGE FLY
pupso,Large fly
púrëa,smeared
púrëa,SMEARED
púrëa,Smeared
púrëa,discoloured
púrëa,DISCOLOURED
púrëa,Discoloured
púrëa,bleared
púrëa,BLEARED
púrëa,Bleared
quácë,frog
quácë,FROG
quácë,Frog
quáco,crow
quáco,CROW
quáco,Crow
qual-,to die
qual-,TO DIE
qual-,To die
quanta,full
quanta,FULL
quanta,Full
quanta,filled
quanta,FILLED
quanta,Filled
quanta-,to fill
quanta-,TO FILL
quanta-,To fill
quantemma,facsimile
quantemma,FACSIMILE
quantemma,Facsimile
quantemma,*(lit.) full-picture
quantemma,*(LIT.) FULL-PICTURE
quantolië,maturity
quantolië,MATURITY
quantolië,Maturity
quár(ë),fist
quár(ë),FIST
quár(ë),Fist
quár(ë),closed hand
quár(ë),CLOSED HAND
quár(ë),Closed hand
quat-,to fill
quat-,TO FILL
quat-,To fill
quëa,vegetable
quëa,VEGETABLE
quëa,Vegetable
quel-,to fade
quel-,TO FADE
quel-,To fade
quelië,*fading
quelië,*FADING
quellë,late autumn and early winter
quellë,LATE AUTUMN AND EARLY WINTER
quellë,Late autumn and early winter
quellë,(lit.) fading
quellë,(LIT.) FADING
Quendë,Elf
Quendë,elf
Quendë,ELF
Quendë,(lit.) One That Speaks
Quendë,(lit.) one that speaks
Quendë,(LIT.) ONE THAT SPEAKS
Quendë,(lit.) one that speaks
quendi,female Elf
quendi,female elf
quendi,FEMALE ELF
quendi,Female elf
quendu,male Elf
quendu,male elf
quendu,MALE ELF
quendu,Male elf
quenelya,of the Elves
quenelya,of the elves
quenelya,OF THE ELVES
quenelya,Of the elves
quenna,saying
quenna,SAYING
quenna,Saying
quenna,proverb
quenna,PROVERB
quenna,Proverb
quenso,minstrel
quenso,MINSTREL
quenso,Minstrel
quenso,reciter
quenso,RECITER
quenso,Reciter
quenta,story
quenta,STORY
quenta,Story
quenta,narrative
quenta,NARRATIVE
quenta,Narrative
quenta,account
quenta,ACCOUNT
quenta,Account
quenta,history
quenta,HISTORY
quenta,History
quentalë,history
quentalë,HISTORY
quentalë,History
quentalë,narration
quentalë,NARRATION
quentalë,Narration
quentaro,speaker
quentaro,SPEAKER
quentaro,Speaker
quentaro,reciter
quentaro,RECITER
quentaro,Reciter
quentasta,historical account
quentasta,HISTORICAL ACCOUNT
quentasta,Historical account
Quenya,Elvish
Quenya,elvish
Quenya,ELVISH
Quenya,High-elven
Quenya,high-elven
Quenya,HIGH-ELVEN
Quenya,Elf-latin
Quenya,elf-latin
Quenya,ELF-LATIN
Quenya,†speech
Quenya,†SPEECH
Quendya,Elvish
Quendya,elvish
Quendya,ELVISH
Quenyarin,*of Quenya
Quenyarin,*of quenya
Quenyarin,*OF QUENYA
Quenyarin,*of quenya
quer-,to turn
quer-,TO TURN
quer-,To turn
queren,pivot
queren,PIVOT
queren,Pivot
queren,revolving centre
queren,REVOLVING CENTRE
queren,Revolving centre
querma,spinning wheel
querma,SPINNING WHEEL
querma,Spinning wheel
querma,turn-table
querma,TURN-TABLE
querma,Turn-table
querna,*turned
querna,*TURNED
quessë,feather
quessë,FEATHER
quessë,Feather
quessetéma,kw-series
quessetéma,KW-SERIES
quessetéma,Kw-series
questa,speech
questa,SPEECH
questa,Speech
questa,language
questa,LANGUAGE
questa,Language
quet-,to say
quet-,TO SAY
quet-,To say
quet-,speak
quet-,SPEAK
quet-,Speak
quet-,tell
quet-,TELL
quet-,Tell
quetië,words
quetië,WORDS
quetië,Words
quétima,speakable
quétima,SPEAKABLE
quétima,Speakable
quétima,pronounceable
quétima,PRONOUNCEABLE
quétima,Pronounceable
quétima,*able to be said
quétima,*ABLE TO BE SAID
quetta,word
quetta,WORD
quetta,Word
quín(ë),crest
quín(ë),CREST
quín(ë),Crest
quín(ë),ridge
quín(ë),RIDGE
quín(ë),Ridge
quinna,crested
quinna,CRESTED
quinna,Crested
quiquië,whenever
quiquië,WHENEVER
quiquië,Whenever
quië,whenever
quië,WHENEVER
quië,Whenever
quista-,to suppose
quista-,TO SUPPOSE
quista-,To suppose
rá¹,lion
rá¹,LION
rá¹,Lion
rac-,to break
rac-,TO BREAK
rac-,To break
racina,stripped
racina,STRIPPED
racina,Stripped
racina,deprived
racina,DEPRIVED
racina,Deprived
rácina,broken
rácina,BROKEN
rácina,Broken
raf-,to wave
raf-,TO WAVE
raf-,To wave
raf-,brandish
raf-,BRANDISH
raf-,Brandish
raica,crooked
raica,CROOKED
raica,Crooked
raima,net
raima,NET
raima,Net
raina¹,netted
raina¹,NETTED
raina¹,Netted
raina¹,enlaced
raina¹,ENLACED
raina¹,Enlaced
raina¹,caught in a net
raina¹,CAUGHT IN A NET
raina¹,Caught in a net
raina²,smiling
raina²,SMILING
raina²,Smiling
raina²,gracious
raina²,GRACIOUS
raina²,Gracious
raina²,sweet-faced
raina²,SWEET-FACED
raina²,Sweet-faced
rainë,*peace
rainë,*PEACE
rainë,good will
rainë,GOOD WILL
rainë,Good will
raita-¹,to make network
raita-¹,TO MAKE NETWORK
raita-¹,To make network
raita-¹,lace; to catch in a net
raita-¹,LACE; TO CATCH IN A NET
raita-¹,Lace; to catch in a net
rëa-,to make network
rëa-,TO MAKE NETWORK
rëa-,To make network
rëa-,lace
rëa-,LACE
rëa-,Lace
raita-²,to smile
raita-²,TO SMILE
raita-²,To smile
raiwë,lace
raiwë,LACE
raiwë,Lace
ral-,*to return
ral-,*TO RETURN
ráma,wing
ráma,WING
ráma,Wing
ráman,great ship for sailing on the Great Sea
ráman,great ship for sailing on the great sea
ráman,GREAT SHIP FOR SAILING ON THE GREAT SEA
ráman,Great ship for sailing on the great sea
rámannerte,ship-ennead
rámannerte,SHIP-ENNEAD
rámannerte,Ship-ennead
ramba,wall
ramba,WALL
ramba,Wall
Rána,Moon
Rána,moon
Rána,MOON
Rána,(lit.) Wayward
Rána,(lit.) wayward
Rána,(LIT.) WAYWARD
Rána,(lit.) wayward
ránasta,lunar month
ránasta,LUNAR MONTH
ránasta,Lunar month
ranga,yard
ranga,YARD
ranga,Yard
ranga,full pace
ranga,FULL PACE
ranga,Full pace
rantala,ladder
rantala,LADDER
rantala,Ladder
ranya,erratic wandering
ranya,ERRATIC WANDERING
ranya,Erratic wandering
ras-,to stick out
ras-,TO STICK OUT
ras-,To stick out
rasillo,squirrel
rasillo,SQUIRREL
rasillo,Squirrel
rassë,horn
rassë,HORN
rassë,Horn
ráta-,to excel
ráta-,TO EXCEL
ráta-,To excel
ráta-,surpass
ráta-,SURPASS
ráta-,Surpass
ratta,track
ratta,TRACK
ratta,Track
rauco,demon
rauco,DEMON
rauco,Demon
rauco,powerful hostile and terrible creature
rauco,POWERFUL HOSTILE AND TERRIBLE CREATURE
rauco,Powerful hostile and terrible creature
arauco,demon
arauco,DEMON
arauco,Demon
rauca,demon
rauca,DEMON
rauca,Demon
raumo,(noise of a) storm
raumo,(NOISE OF A) STORM
rauro,lion
rauro,LION
rauro,Lion
ráva,free
ráva,FREE
ráva,Free
ráva,unfettered
ráva,UNFETTERED
ráva,Unfettered
ráva,uncontrolled
ráva,UNCONTROLLED
ráva,Uncontrolled
ráva,lawless
ráva,LAWLESS
ráva,Lawless
rávë,roaring noise
rávë,ROARING NOISE
rávë,Roaring noise
rávëa,roaring
rávëa,ROARING
rávëa,Roaring
raxa,wain
raxa,WAIN
raxa,Wain
raxa,*wagon
raxa,*WAGON
raxë,*danger
raxë,*DANGER
ré,day (period from sunset to sunset)
ré,DAY (PERIOD FROM SUNSET TO SUNSET)
ré,Day (period from sunset to sunset)
rëa,single
rëa,SINGLE
rëa,Single
rehta-,to rescue
rehta-,TO RESCUE
rehta-,To rescue
rehta-,save
rehta-,SAVE
rehta-,Save
rehtië,rescue
rehtië,RESCUE
rehtië,Rescue
rehtië,saving
rehtië,SAVING
rehtië,Saving
rem-,to snare
rem-,TO SNARE
rem-,To snare
remba-,to net
remba-,TO NET
remba-,To net
remba-,entrap
remba-,ENTRAP
remba-,Entrap
rembë,mesh; net (for catching)
rembë,MESH; NET (FOR CATCHING)
rembë,Mesh; net (for catching)
rembë,hunter’s
rembë,HUNTER’S
rembë,Hunter’s
rembë,fisher’s net
rembë,FISHER’S NET
rembë,Fisher’s net
rembina,entangled; meshed
rembina,ENTANGLED; MESHED
rembina,Entangled; meshed
rembina,netted
rembina,NETTED
rembina,Netted
rembina,woven
rembina,WOVEN
rembina,Woven
remma,snare
remma,SNARE
remma,Snare
resta,sown field
resta,SOWN FIELD
resta,Sown field
resta,tilled ground
resta,TILLED GROUND
resta,Tilled ground
resta,acre; *fair
resta,ACRE; *FAIR
resta,Acre; *fair
retto,*climber
retto,*CLIMBER
ría,wreath
ría,WREATH
ría,Wreath
ría,garland
ría,GARLAND
ría,Garland
rië¹,garland
rië¹,GARLAND
rië¹,Garland
riendë,garland
riendë,GARLAND
riendë,Garland
ric-¹,to try
ric-¹,TO TRY
ric-¹,To try
ric-¹,put forth effort
ric-¹,PUT FORTH EFFORT
ric-¹,Put forth effort
ric-¹,strive
ric-¹,STRIVE
ric-¹,Strive
ric-¹,endeavour
ric-¹,ENDEAVOUR
ric-¹,Endeavour
rihta-,to strive
rihta-,TO STRIVE
rihta-,To strive
ric-²,to twist
ric-²,TO TWIST
ric-²,To twist
rië²,only
rië²,ONLY
rië²,Only
riel(lë),garlanded maiden
riel(lë),GARLANDED MAIDEN
riel(lë),Garlanded maiden
riel(lë),maiden crowned with a festive garland
riel(lë),MAIDEN CROWNED WITH A FESTIVE GARLAND
riel(lë),Maiden crowned with a festive garland
ríma,fillet
ríma,FILLET
ríma,Fillet
ríma,snood
ríma,SNOOD
ríma,Snood
rimbë,host
rimbë,HOST
rimbë,Host
rimbë,great number
rimbë,GREAT NUMBER
rimbë,Great number
rína,garlanded
rína,GARLANDED
rína,Garlanded
rína,crowned
rína,CROWNED
